,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
35,233,Lyle Overbay,MIL,537,80,148,34,1,19,72,1,0,78,98,.276,.367,.449,.816,2.5
36,234,Bubba Crosby,NYY,98,15,27,0,1,1,6,4,1,4,14,.276,.304,.327,.630,-0.5
37,235,Matt Stairs,KC,396,55,109,26,1,13,66,1,2,60,69,.275,.373,.444,.818,0.8
38,236,J.T. Snow,SF,367,40,101,17,2,4,40,1,0,32,61,.275,.343,.365,.708,0.4
39,237,Jose Vidro,WAS,309,38,85,21,2,7,32,0,0,31,30,.275,.339,.424,.763,0.0
40,238,Dave Roberts,SD,411,65,113,19,10,8,38,23,12,53,59,.275,.356,.428,.784,2.0
41,239,Julio Franco,ATL,233,30,64,12,1,9,42,4,0,27,57,.275,.348,.451,.799,-0.1
42,240,Dan Johnson,OAK,375,54,103,21,0,15,58,0,1,50,52,.275,.355,.451,.806,1.8
0,241,Eric Young,SD,142,22,39,9,0,2,12,7,6,18,12,.275,.356,.380,.737,-0.3
1,242,Trot Nixon,BOS,408,64,112,29,1,13,67,2,1,53,59,.275,.357,.446,.804,3.1
2,243,Neifi Perez,CHC,572,59,157,33,1,9,54,8,4,18,47,.274,.298,.383,.681,2.1
3,244,Aaron Hill,TOR,361,49,99,25,3,3,40,2,1,34,41,.274,.342,.385,.727,1.3
4,245,Jermaine Dye,CWS,529,74,145,29,2,31,86,11,4,39,99,.274,.333,.512,.846,2.2
5,246,Shannon Stewart,MIN,551,69,151,27,3,10,56,7,5,34,73,.274,.323,.388,.711,0.2
6,247,Sandy Alomar Jr.,TEX,128,11,35,7,0,0,14,0,0,5,12,.273,.306,.328,.634,-0.2
7,248,Jose Reyes,NYM,696,99,190,24,17,7,58,60,15,27,78,.273,.300,.386,.687,1.4
8,249,Cliff Floyd,NYM,550,85,150,22,2,34,98,12,2,63,98,.273,.358,.505,.863,4.4
9,,Mike Cameron,NYM,308,47,84,23,2,12,39,13,1,29,85,.273,.342,.477,.819,1.7
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,,Damian Miller,MIL,385,50,105,25,1,9,43,0,1,37,94,.273,.340,.413,.753,0.6
12,,Alex Cintron,ARI,330,36,90,19,2,8,48,1,2,12,33,.273,.298,.415,.713,-0.3
13,,Tony Torcato,SF,11,1,3,0,0,0,0,0,0,1,2,.273,.333,.273,.606,0.0
14,,Choo Freeman,COL,22,6,6,1,1,0,0,0,0,0,5,.273,.273,.409,.682,0.0
15,,Dioner Navarro,LA,176,21,48,9,0,3,14,0,0,20,21,.273,.354,.375,.729,0.7
16,256,Darin Erstad,LAA,609,86,166,33,3,7,66,10,3,47,109,.273,.325,.371,.696,1.8
17,257,Travis Lee,TB,404,54,110,22,2,12,49,7,4,35,66,.272,.331,.426,.757,0.8
18,258,Rob Mackowiak,PIT,463,57,126,21,3,9,58,8,4,43,100,.272,.337,.389,.726,2.1
19,259,Oscar Robles,LA,364,44,99,18,1,5,34,0,8,31,33,.272,.332,.368,.700,0.2
20,260,Kevin Millar,BOS,449,57,122,28,1,9,50,0,1,54,74,.272,.355,.399,.753,0.9
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,261,Curtis Granderson,DET,162,18,44,6,3,8,20,1,1,10,43,.272,.314,.494,.808,2.1
23,262,Juan Rivera,LAA,350,46,95,17,1,15,59,1,9,23,44,.271,.316,.454,.770,1.0
24,263,Jason Kendall,OAK,601,70,163,28,1,0,53,8,3,50,39,.271,.345,.321,.666,2.2
25,264,Reggie Sanders,STL,295,49,80,14,2,21,54,14,1,28,75,.271,.340,.546,.886,1.9
26,,Chris Singleton,TB,59,9,16,5,0,0,11,0,0,6,14,.271,.348,.356,.704,0.1
27,,Noah Lowry,SF,59,6,16,6,0,0,7,0,0,3,12,.271,.302,.373,.674,0.8
28,267,Luis Gonzalez,ARI,579,90,157,37,0,24,79,4,1,78,90,.271,.366,.459,.825,2.3
29,268,Orlando Hudson,TOR,461,62,125,25,5,10,63,7,1,30,65,.271,.315,.412,.728,3.2
30,269,Omar Vizquel,SF,568,66,154,28,4,3,45,24,10,56,58,.271,.341,.350,.691,1.3
31,270,Ryan Freel,CIN,369,69,100,19,3,4,21,36,10,51,59,.271,.371,.371,.743,2.4
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,271,Jason Giambi,NYY,417,74,113,14,0,32,87,0,0,108,109,.271,.440,.535,.975,4.3
34,272,Dmitri Young,DET,469,61,127,25,3,21,72,1,0,29,100,.271,.325,.471,.796,1.1
35,273,John Gall,STL,37,5,10,3,0,2,10,0,0,1,8,.270,.282,.514,.796,0.1
36,274,Royce Clayton,ARI,522,59,141,28,4,2,44,13,3,38,105,.270,.320,.351,.670,-0.1
37,275,Aaron Rowand,CWS,578,77,156,30,5,13,69,16,5,32,116,.270,.329,.407,.736,3.4
38,276,Angel Berroa,KC,608,68,164,21,5,11,55,7,5,18,108,.270,.305,.375,.680,-0.9
39,277,Vernon Wells,TOR,620,78,167,30,3,28,97,8,3,47,86,.269,.320,.463,.783,2.9
40,278,Alex Gonzalez,TB,349,47,94,20,1,9,38,2,1,26,74,.269,.323,.410,.733,1.4
41,279,Reed Johnson,TOR,398,55,107,21,6,8,58,5,6,22,82,.269,.332,.412,.744,1.7
42,280,Torii Hunter,MIN,372,63,100,24,1,14,56,23,7,34,65,.269,.337,.452,.788,2.9
0,281,Bobby Hill,PIT,93,12,25,6,0,0,11,0,0,9,17,.269,.343,.333,.676,-0.1
1,282,Eric Chavez,OAK,625,92,168,40,1,27,101,6,0,58,129,.269,.329,.466,.794,4.5
2,283,Paul Phillips,KC,67,6,18,4,1,1,9,0,0,0,5,.269,.269,.403,.672,0.0
3,284,Luis Rodriguez,MIN,175,21,47,10,2,2,20,2,2,18,23,.269,.335,.383,.718,1.0
4,285,Alfonso Soriano,TEX,637,102,171,43,2,36,104,30,2,33,125,.268,.309,.512,.821,1.3
5,286,Brian Schneider,WAS,369,38,99,20,1,10,44,1,0,29,48,.268,.330,.409,.739,1.9
6,287,Jose Castillo,PIT,370,49,99,16,3,11,53,2,3,23,59,.268,.307,.416,.724,0.6
7,288,Jay Payton,BOS/OAK,408,62,109,16,1,18,63,0,1,24,47,.267,.306,.444,.749,1.9
8,289,Jason Lane,HOU,517,65,138,34,4,26,78,6,2,32,105,.267,.316,.499,.815,1.6
9,290,Ryan Langerhans,ATL,326,48,87,22,3,8,42,0,2,37,75,.267,.348,.426,.774,2.4
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,291,Denny Hocking,KC,60,14,16,1,0,0,7,0,1,10,10,.267,.371,.283,.655,0.1
12,,Wiki Gonzalez,SEA,45,7,12,5,0,0,2,0,0,2,3,.267,.298,.378,.676,0.3
13,,Jason Romano,CIN,30,3,8,2,0,1,3,0,0,3,9,.267,.353,.433,.786,0.0
14,,Randy Keisler,CIN,15,3,4,2,0,1,2,0,0,0,4,.267,.267,.600,.867,0.2
15,295,Marlon Byrd,WAS/PHI,229,20,61,15,2,2,26,5,1,19,50,.266,.323,.376,.698,-0.2
16,296,Carlos Beltran,NYM,582,83,155,34,2,16,78,17,6,56,96,.266,.330,.414,.744,2.7
17,297,Josh Phelps,TB,158,21,42,10,0,5,26,0,0,12,48,.266,.328,.424,.752,-0.1
18,298,Rafael Palmeiro,BAL,369,47,98,13,0,18,60,2,0,43,43,.266,.339,.447,.786,0.0
19,299,Deivi Cruz,WAS/SF,260,28,69,11,1,5,20,0,1,11,34,.265,.298,.373,.671,0.0
20,300,Carlos Lee,MIL,618,85,164,41,0,32,114,13,4,57,87,.265,.324,.487,.811,0.7
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,301,Robert Fick,SD,230,25,61,10,2,3,30,0,2,26,33,.265,.340,.365,.705,-0.1
23,302,Craig Biggio,HOU,590,94,156,40,1,26,69,11,1,37,90,.264,.325,.468,.792,1.9
24,303,Alex Gonzalez,FLA,435,45,115,30,0,5,45,5,3,31,81,.264,.319,.368,.686,0.5
25,,Lew Ford,MIN,522,70,138,30,4,7,53,13,6,45,85,.264,.338,.377,.716,2.1
26,305,Jason Ellison,SF,352,49,93,18,2,4,24,14,6,24,44,.264,.316,.361,.677,-0.4
27,306,Craig Wilson,PIT,197,23,52,14,1,5,22,3,0,30,69,.264,.387,.421,.808,0.4
28,307,Kevin Mench,TEX,557,71,147,33,3,25,73,4,3,50,68,.264,.328,.469,.797,1.5
29,308,Marlon Anderson,NYM,235,31,62,9,0,7,19,6,1,18,45,.264,.316,.391,.708,0.6
30,309,Richie Sexson,SEA,558,99,147,36,1,39,121,1,1,89,167,.263,.369,.541,.910,3.5
31,310,Jim Edmonds,STL,467,88,123,37,1,29,89,5,5,91,139,.263,.385,.533,.918,4.2
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,311,Olmedo Saenz,LA,319,39,84,24,0,15,63,0,1,27,63,.263,.325,.480,.804,0.5
34,312,Chan Ho Park,TEX/SD,19,2,5,0,0,0,2,0,0,0,7,.263,.263,.263,.526,0.3
35,,Angel Chavez,SF,19,1,5,1,0,0,1,0,0,0,3,.263,.263,.316,.579,-0.3
36,,Chris Denorfia,CIN,38,8,10,3,0,1,2,1,0,6,9,.263,.364,.421,.785,0.5
37,315,Michael Cuddyer,MIN,422,55,111,25,3,12,42,3,4,41,93,.263,.330,.422,.752,0.4
38,316,Andruw Jones,ATL,586,95,154,24,3,51,128,5,3,64,112,.263,.347,.575,.922,6.5
39,317,Mike Lieberthal,PHI,392,48,103,25,0,12,47,0,0,35,35,.263,.336,.418,.755,-0.2
40,318,Hank Blalock,TEX,647,80,170,34,0,25,92,1,0,51,132,.263,.318,.431,.749,0.0
41,319,Bobby Kielty,OAK,377,55,99,20,0,10,57,3,2,50,67,.263,.350,.395,.746,0.7
42,320,Brad Hawpe,COL,305,38,80,10,3,9,47,2,2,43,70,.262,.350,.403,.754,0.1
0,321,Eric Hinske,TOR,477,79,125,31,2,15,68,8,4,46,121,.262,.333,.430,.763,0.8
1,322,Alex Rios,TOR,481,71,126,23,6,10,59,14,9,28,101,.262,.306,.397,.703,0.9
2,323,Jorge Posada,NYY,474,67,124,23,0,19,71,1,0,66,94,.262,.352,.430,.782,4.1
3,324,Brandon Inge,DET,616,75,161,31,9,16,72,7,6,63,140,.261,.330,.419,.749,3.1
4,325,Benito Santiago,PIT,23,1,6,1,1,0,0,0,0,0,3,.261,.261,.391,.652,-0.1
5,,Aubrey Huff,TB,575,70,150,26,2,22,92,8,7,49,88,.261,.321,.428,.749,0.5
6,,Dontrelle Willis,FLA,92,14,24,4,0,1,11,0,0,3,13,.261,.289,.337,.626,1.2
7,328,Xavier Nady,SD,326,40,85,15,2,13,43,2,1,22,67,.261,.321,.439,.760,0.3
8,329,Jerry Hairston Jr.,CHC,380,51,99,25,2,4,30,8,9,31,46,.261,.336,.368,.704,0.5
9,330,Johnny Estrada,ATL,357,31,93,26,0,4,39,0,0,20,38,.261,.303,.367,.670,0.0
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,331,Daryle Ward,PIT,407,46,106,21,1,12,63,0,2,37,60,.260,.318,.405,.723,-0.8
12,332,Jason LaRue,CIN,361,38,94,27,0,14,60,0,0,41,101,.260,.355,.452,.806,2.6
13,333,Matt LeCroy,MIN,304,33,79,5,0,17,50,0,0,41,85,.260,.354,.444,.798,0.3
14,334,Preston Wilson,WAS/COL,520,73,135,29,2,25,90,6,6,45,148,.260,.325,.467,.793,-0.6
15,335,Adam LaRoche,ATL,451,53,117,28,0,20,78,0,2,39,87,.259,.320,.455,.775,-1.0
16,336,Brad Ausmus,HOU,387,35,100,19,0,3,47,5,3,51,48,.258,.351,.331,.682,0.5
17,337,Troy Glaus,ARI,538,78,139,29,1,37,97,4,2,84,145,.258,.363,.522,.885,3.1
18,338,Ty Wigginton,PIT,155,20,40,9,1,7,25,0,1,14,30,.258,.324,.465,.788,-0.8
19,339,Jeromy Burnitz,CHC,605,84,156,31,2,24,87,5,4,57,109,.258,.322,.435,.757,0.0
20,340,Nook Logan,DET,322,47,83,12,5,1,17,23,6,21,52,.258,.305,.335,.641,1.6
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,341,B.J. Surhoff,BAL,303,30,78,11,2,5,34,0,0,11,32,.257,.282,.356,.639,-0.2
23,,Russell Branyan,MIL,202,23,52,11,0,12,31,1,0,39,80,.257,.378,.490,.868,0.1
24,343,Orlando Cabrera,LAA,540,70,139,28,3,8,57,21,2,38,50,.257,.309,.365,.674,1.7
25,344,Juan Castro,MIN,272,27,70,18,1,5,33,0,1,9,39,.257,.279,.386,.665,0.6
26,,Luis Rivas,MIN,136,21,35,3,1,1,12,4,0,9,17,.257,.311,.316,.627,-0.3
27,346,Jack Wilson,PIT,587,60,151,24,7,8,52,7,3,31,58,.257,.299,.363,.662,3.9
28,347,Victor Diaz,NYM,280,41,72,17,3,12,38,6,2,30,82,.257,.329,.468,.797,0.4
29,348,Willie Bloomquist,SEA,249,27,64,15,2,0,22,14,1,11,38,.257,.289,.333,.622,0.9
30,349,Nate McLouth,PIT,109,20,28,6,0,5,12,2,0,3,20,.257,.305,.450,.755,0.5
31,350,Cesar Izturis,LA,444,48,114,19,2,2,31,8,8,25,51,.257,.302,.322,.624,-0.3
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,351,A.J. Pierzynski,CWS,460,61,118,21,0,18,56,0,2,23,68,.257,.308,.420,.728,2.0
34,352,Scott Hatteberg,OAK,464,52,119,19,0,7,59,0,1,51,54,.256,.334,.343,.677,-1.2
35,353,Willie Harris,CWS,121,17,31,2,1,1,8,10,3,13,25,.256,.333,.314,.647,0.4
36,354,Craig Counsell,ARI,578,85,148,34,4,9,42,26,7,78,69,.256,.350,.375,.726,5.3
37,355,Yuniesky Betancourt,SEA,211,24,54,11,5,1,15,1,3,11,24,.256,.296,.370,.666,0.3
38,356,Russ Adams,TOR,481,68,123,27,5,8,63,11,2,50,57,.256,.325,.383,.707,0.6
39,357,Ryan Doumit,PIT,231,25,59,13,1,6,35,2,1,11,48,.255,.324,.398,.722,0.3
40,358,Adrian Beltre,SEA,603,69,154,36,1,19,87,3,1,38,108,.255,.303,.413,.716,2.8
41,359,Ben Broussard,CLE,466,59,119,30,5,19,68,2,2,32,98,.255,.307,.464,.770,0.8
42,360,Gary Matthews Jr.,TEX,475,72,121,25,5,17,55,9,2,47,90,.255,.320,.436,.756,2.8
0,361,Kazuo Matsui,NYM,267,31,68,9,4,3,24,6,1,14,43,.255,.300,.352,.652,-0.2
1,362,Eduardo Perez,TB,161,23,41,6,0,11,28,0,2,26,30,.255,.368,.497,.865,0.3
2,363,Damian Jackson,SD,275,44,70,9,0,5,23,15,2,30,45,.255,.335,.342,.677,1.3
3,364,Jose Macias,CHC,177,15,45,8,0,1,13,4,3,6,24,.254,.274,.316,.591,-0.5
4,365,Jeremy Reed,SEA,488,61,124,33,3,3,45,12,11,48,74,.254,.322,.352,.675,1.8
5,366,Wily Mo Pena,CIN,311,42,79,17,0,19,51,2,1,20,116,.254,.304,.492,.796,-1.2
6,367,Matt Lawton,NYY/CHC/PIT,500,67,127,30,1,13,53,18,9,69,77,.254,.356,.396,.752,-0.3
7,368,Todd Greene,COL,126,10,32,4,0,7,23,0,0,7,21,.254,.299,.452,.751,-0.5
8,369,Rod Barajas,TEX,410,53,104,24,0,21,60,0,0,26,70,.254,.306,.466,.771,1.3
9,370,Carlos Baerga,WAS,158,18,40,7,0,2,19,0,0,7,17,.253,.318,.335,.653,-0.5
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,371,Hee Seop Choi,LA,320,40,81,15,2,15,42,1,3,34,80,.253,.336,.453,.789,0.7
12,372,Vinny Castilla,WAS,494,53,125,36,1,12,66,4,2,43,82,.253,.319,.403,.722,0.6
13,373,Jody Gerut,CLE/CHC/PIT,170,15,43,11,1,1,14,1,1,20,20,.253,.330,.347,.677,-0.2
14,374,Joe Crede,CWS,432,54,109,21,0,22,62,1,1,25,66,.252,.303,.454,.756,1.4
15,375,Yadier Molina,STL,385,36,97,15,1,8,49,2,3,23,30,.252,.295,.358,.654,1.3
16,376,Lance Niekro,SF,278,32,70,16,3,12,46,0,2,17,53,.252,.295,.460,.755,0.5
17,377,Juan Uribe,CWS,481,58,121,23,3,16,71,4,6,34,77,.252,.301,.412,.712,1.9
18,378,Todd Pratt,PHI,175,17,44,4,0,7,23,0,0,19,50,.251,.332,.394,.726,0.1
19,379,Jose Cruz Jr.,BOS/LA/ARI,370,46,93,24,2,18,50,0,2,66,101,.251,.364,.473,.837,0.5
20,380,Mike Piazza,NYM,398,41,100,23,0,19,62,0,0,41,67,.251,.326,.452,.778,-0.1
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,381,Gregg Zaun,TOR,434,61,109,18,1,11,61,2,3,73,70,.251,.355,.373,.729,3.3
23,382,Carl Everett,CWS,490,58,123,17,2,23,87,4,5,42,99,.251,.311,.435,.745,-0.3
24,383,Jamey Carroll,WAS,303,44,76,8,1,0,22,3,4,34,55,.251,.333,.284,.617,0.7
25,384,Tike Redman,PIT,319,33,80,12,4,2,26,4,1,19,27,.251,.292,.332,.625,-0.9
26,385,Miguel Cairo,NYM,327,31,82,18,0,2,19,13,3,19,31,.251,.296,.324,.620,-0.6
27,386,Dave Dellucci,TEX,435,97,109,17,5,29,65,5,3,76,121,.251,.367,.513,.879,2.3
28,387,Jeff Bagwell,HOU,100,11,25,4,0,3,19,0,0,18,21,.250,.358,.380,.738,0.3
29,,Tim Wakefield,BOS,8,1,2,0,0,0,1,0,0,0,2,.250,.250,.250,.500,0.1
30,,Paul Byrd,LAA,4,0,1,0,0,0,0,0,0,0,0,.250,.250,.250,.500,0.0
31,,Sal Fasano,BAL,160,25,40,3,0,11,20,0,0,9,41,.250,.310,.475,.785,0.7
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,,Ben Grieve,CHC,20,1,5,0,0,0,1,0,0,5,7,.250,.400,.250,.650,0.0
34,,Sidney Ponson,BAL,4,0,1,1,0,0,0,0,0,0,0,.250,.250,.500,.750,0.0
35,,Paul Bako,LA,40,1,10,2,0,0,4,0,0,7,12,.250,.362,.300,.662,0.1
36,,Gil Meche,SEA,4,0,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,0.0
37,,Julio Ramirez,SF,4,3,1,0,0,0,1,0,0,0,1,.250,.250,.250,.500,-0.2
38,,Sean Burroughs,SD,284,20,71,7,2,1,17,4,0,24,41,.250,.318,.299,.618,0.9
39,,Chin-Feng Chen,LA,8,1,2,0,0,0,2,0,0,0,4,.250,.250,.250,.500,0.0
40,,Gabe Gross,TOR,92,11,23,4,1,1,7,1,1,10,21,.250,.324,.348,.671,-0.2
41,,Todd Wellemeyer,CHC,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,0.0
42,,Jamal Strong,SEA,20,6,5,0,1,0,2,0,0,2,6,.250,.333,.350,.683,0.1
0,401,Khalil Greene,SD,436,51,109,30,2,15,70,5,0,25,93,.250,.296,.431,.727,0.2
1,,Marcos Carvajal,COL,4,0,1,0,0,0,2,0,0,0,3,.250,.250,.250,.500,0.0
2,,Ray Sadler,PIT,8,1,2,0,0,1,1,0,0,0,1,.250,.250,.625,.875,-0.1
3,,Jeff Fiorentino,BAL,44,7,11,2,0,1,5,1,0,2,10,.250,.277,.364,.640,0.7
4,,Skip Schumaker,STL,24,9,6,1,0,0,1,1,0,2,2,.250,.308,.292,.599,0.0
5,,Eli Whiteside,BAL,12,1,3,0,0,0,1,0,0,0,2,.250,.250,.250,.500,0.0
6,,Dustin Nippert,ARI,4,0,1,0,0,0,0,0,0,1,3,.250,.400,.250,.650,0.1
7,,Josh Johnson,FLA,4,1,1,0,0,0,0,0,0,0,2,.250,.250,.250,.500,0.0
8,409,Pedro Feliz,SF,569,69,142,30,4,20,81,0,2,38,102,.250,.295,.422,.717,0.6
9,410,Bernie Williams,NYY,485,53,121,19,1,12,64,1,2,53,75,.249,.321,.367,.688,-1.8
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,411,Tony Womack,NYY,329,46,82,8,1,0,15,27,5,12,49,.249,.276,.280,.556,-2.4
12,412,Corey Koskie,TOR,354,49,88,20,0,11,36,4,1,44,90,.249,.337,.398,.735,1.1
13,413,Jacque Jones,MIN,523,74,130,22,4,23,73,13,4,51,120,.249,.319,.438,.757,0.4
14,414,Damon Hollins,TB,342,44,85,17,1,13,46,8,1,23,63,.249,.296,.418,.714,0.0
15,415,Ryan Klesko,SD,443,61,110,19,1,18,58,3,4,75,80,.248,.358,.418,.775,1.5
16,416,Kelly Stinnett,ARI,129,15,32,4,0,6,12,0,0,12,32,.248,.317,.419,.736,-0.1
17,417,Brad Wilkerson,WAS,565,76,140,42,7,11,57,8,10,84,147,.248,.351,.405,.756,1.7
18,418,David Bell,PHI,557,53,138,31,1,10,61,0,1,47,69,.248,.310,.361,.671,0.6
19,419,Adam Everett,HOU,549,58,136,27,2,11,54,21,7,26,103,.248,.290,.364,.654,2.7
20,420,Gabe Kapler,BOS,97,15,24,7,0,1,9,1,0,3,15,.247,.282,.351,.632,0.5
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,,Adam Melhuse,OAK,97,11,24,7,0,2,12,0,0,5,28,.247,.284,.381,.666,0.3
23,422,J.J. Hardy,MIL,372,46,92,22,1,9,50,0,0,44,48,.247,.327,.384,.711,1.7
24,423,Mike Edwards,LA,239,23,59,9,2,3,15,1,1,16,34,.247,.300,.339,.639,-0.4
25,424,Adam Dunn,CIN,543,107,134,35,2,40,101,4,2,114,168,.247,.387,.540,.927,2.6
26,425,Brian Jordan,ATL,231,25,57,8,2,3,24,2,0,14,46,.247,.295,.338,.632,-0.2
27,426,Marco Scutaro,OAK,381,48,94,22,3,9,37,5,2,36,48,.247,.310,.391,.701,1.4
28,427,Greg Dobbs,SEA,142,8,35,7,1,1,20,1,0,9,25,.246,.288,.331,.619,-0.3
29,428,Alejandro Freire,BAL,65,7,16,3,0,1,4,0,0,6,17,.246,.319,.338,.658,-0.3
30,429,Mark Teahen,KC,447,60,110,29,4,7,55,7,2,40,107,.246,.309,.376,.685,-1.0
31,430,Maicer Izturis,LAA,191,18,47,8,4,1,15,9,3,17,21,.246,.306,.346,.652,0.2
32,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
33,431,Jose Vizcaino,HOU,187,15,46,10,2,1,23,2,0,15,40,.246,.299,.337,.636,-0.1
34,432,Todd Hollandsworth,ATL/CHC,303,26,74,17,2,6,36,4,5,23,66,.244,.298,.373,.671,-1.1
35,433,Ramon Castro,NYM,209,26,51,16,0,8,41,1,0,25,58,.244,.321,.435,.756,0.6
36,434,Livan Hernandez,WAS,82,7,20,2,1,2,7,0,0,0,8,.244,.253,.366,.619,0.8
37,,Dallas McPherson,LAA,205,29,50,14,2,8,26,3,3,14,64,.244,.295,.449,.744,0.5
38,436,Chris Aguila,FLA,78,11,19,3,0,0,4,0,1,3,19,.244,.272,.282,.554,-0.5
39,437,Mark DeRosa,TEX,148,26,36,5,0,8,20,1,0,16,35,.243,.325,.439,.764,1.2
40,,Terrmel Sledge,WAS,37,7,9,0,1,1,8,2,1,7,8,.243,.348,.378,.726,-0.2
41,439,Aaron Boone,CLE,511,61,124,19,1,16,60,9,3,35,92,.243,.299,.378,.677,1.2
42,440,Humberto Cota,PIT,297,29,72,20,1,7,43,0,0,17,80,.242,.285,.387,.672,0.1
0,441,Henry Blanco,CHC,161,16,39,6,0,6,25,0,0,11,24,.242,.287,.391,.679,0.7
1,442,John Buck,KC,401,40,97,21,1,12,47,2,2,23,94,.242,.287,.389,.676,0.1
2,443,Mike Matheny,SF,443,42,107,34,0,13,59,0,2,29,91,.242,.295,.406,.701,-0.5
3,444,Kelly Johnson,ATL,290,46,70,12,3,9,40,2,1,40,75,.241,.334,.397,.731,1.3
4,,Chip Ambres,KC,145,25,35,8,0,4,9,3,2,16,32,.241,.323,.379,.702,-0.3
5,446,Chris Widger,CWS,141,18,34,8,0,4,11,0,2,10,22,.241,.296,.383,.679,0.1
6,447,Jason Bartlett,MIN,224,33,54,10,1,3,16,4,0,21,37,.241,.316,.335,.651,1.6
7,448,Tino Martinez,NYY,303,43,73,9,0,17,49,2,0,38,54,.241,.328,.439,.767,1.3
8,449,Casey Blake,CLE,523,72,126,32,1,23,58,4,5,43,116,.241,.308,.438,.746,1.7
9,450,Austin Kearns,CIN,387,62,93,26,1,18,67,0,0,48,107,.240,.333,.452,.785,2.2
10,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
11,451,Laynce Nix,TEX,229,28,55,12,3,6,32,2,0,9,45,.240,.267,.397,.664,0.6
12,452,Doug Mientkiewicz,NYM,275,36,66,13,0,11,29,0,1,32,39,.240,.322,.407,.729,0.9
13,,David Ross,PIT/SD,125,11,30,8,1,3,15,0,0,6,28,.240,.279,.392,.671,0.2
14,,Matt Cepicky,WAS,25,1,6,3,0,0,3,0,1,1,8,.240,.269,.360,.629,-0.1
15,455,John Mabry,STL,246,26,59,15,1,8,32,0,0,20,63,.240,.295,.407,.701,-0.5
16,456,Damion Easley,FLA,267,37,64,19,1,9,30,4,1,26,47,.240,.312,.419,.732,0.8
17,457,Nick Green,TB,318,53,76,15,2,5,29,3,1,33,86,.239,.329,.346,.675,0.6
18,458,Larry Bigbie,BAL/COL,272,27,65,10,2,5,23,5,3,24,67,.239,.301,.346,.647,-0.5
19,459,Joe McEwing,KC,180,16,43,7,0,1,6,4,4,6,35,.239,.263,.294,.558,-1.1
20,,Rickie Weeks,MIL,360,56,86,13,2,13,42,15,2,40,96,.239,.333,.394,.727,0.0
21,RK,PLAYER,TEAM,AB,R,H,2B,3B,HR,RBI,SB,CS,BB,SO,AVG,OBP,SLG,OPS,WAR
22,461,Michael Tucker,PHI/SF,268,35,64,16,1,5,36,4,0,31,52,.239,.318,.362,.680,-0.8
23,,Brent Abernathy,MIN,67,5,16,1,0,1,6,2,0,7,9,.239,.316,.299,.614,-0.2
24,463,Justin Morneau,MIN,490,62,117,23,4,22,79,0,2,44,94,.239,.304,.437,.741,0.9
25,464,Nick Punto,MIN,394,45,94,18,4,4,26,13,8,36,86,.239,.301,.335,.636,0.7
26,465,Javier Vazquez,ARI,63,2,15,1,0,1,2,0,0,3,10,.238,.273,.302,.574,0.4
27,,Jason Phillips,LA,399,38,95,20,0,10,55,0,1,25,50,.238,.287,.363,.650,-1.6
