,HOME,AWAY,YEAR,SCORE
6877,STL,PHI,1996,1
6878,SF,FLA,1996,3
6879,COL,MON,1996,1
6880,PIT,NYM,1996,1
6882,BAL,TEX,1996,1
6884,CLE,BOS,1996,1
6889,MON,STL,1996,5
6892,BAL,KC,1996,6
6894,DET,MIN,1996,2
6895,MIL,CAL,1996,5
6897,TEX,BOS,1996,10
6898,ATL,SF,1996,1
6900,MON,STL,1996,1
6901,NYM,CIN,1996,5
6902,PHI,COL,1996,1
6903,SD,CHC,1996,1
6904,FLA,PIT,1996,4
6907,BAL,KC,1996,2
6910,DET,MIN,1996,6
6912,OAK,TOR,1996,4
6913,TEX,BOS,1996,6
6914,ATL,SF,1996,6
6915,LAD,HOU,1996,3
6917,NYM,CIN,1996,3
6918,PHI,COL,1996,1
6922,CWS,SEA,1996,1
6924,DET,MIN,1996,2
6925,MIL,CAL,1996,4
6928,ATL,SF,1996,1
6929,LAD,HOU,1996,1
6930,MON,STL,1996,1
6933,SD,CHC,1996,1
6935,MIN,NYY,1996,3
6936,OAK,DET,1996,2
6939,CIN,PHI,1996,7
6940,MON,PIT,1996,8
6941,NYM,COL,1996,1
6942,FLA,SF,1996,1
6943,CWS,CAL,1996,2
6946,CWS,CAL,1996,1
6949,TEX,BAL,1996,3
6950,TOR,SEA,1996,1
6951,ATL,STL,1996,1
6953,MON,PIT,1996,6
6954,NYM,COL,1996,1
6956,FLA,SF,1996,1
6957,MIN,NYY,1996,5
6958,CIN,PHI,1996,8
6960,CIN,PHI,1996,2
6961,BOS,CLE,1996,2
6962,KC,MIL,1996,4
6964,TEX,BAL,1996,1
6965,TOR,SEA,1996,1
6967,CIN,PHI,1996,2
6970,NYM,COL,1996,4
6972,FLA,SF,1996,1
6975,CWS,CLE,1996,5
6977,NYY,BAL,1996,1
6979,ATL,STL,1996,3
6981,COL,LAD,1996,12
6982,BOS,DET,1996,3
6984,CWS,CLE,1996,2
6985,KC,MIN,1996,4
6987,SEA,TEX,1996,11
6989,CIN,CHC,1996,3
6991,PHI,MON,1996,4
6992,STL,PIT,1996,5
6994,COL,LAD,1996,9
6995,FLA,ATL,1996,2
6996,BOS,DET,1996,7
7000,NYY,BAL,1996,1
7003,CIN,CHC,1996,4
7004,HOU,NYM,1996,8
7006,STL,PIT,1996,1
7009,FLA,ATL,1996,2
7010,BOS,DET,1996,5
7011,CAL,OAK,1996,1
7015,SEA,TEX,1996,1
7016,TOR,MIL,1996,13
7018,HOU,NYM,1996,6
7020,STL,PIT,1996,7
7022,COL,LAD,1996,1
7028,NYY,BOS,1996,2
7031,HOU,FLA,1996,4
7033,PHI,NYM,1996,2
7034,PIT,CHC,1996,3
7037,SF,COL,1996,3
7042,NYY,BOS,1996,2
7045,HOU,FLA,1996,4
7047,PHI,NYM,1996,2
7048,PIT,CHC,1996,3
7051,SF,COL,1996,3
7052,CAL,TEX,1996,1
7053,CWS,MIN,1996,3
7054,CLE,KC,1996,1
7056,NYY,BOS,1996,2
7059,HOU,FLA,1996,1
7060,MON,ATL,1996,4
7061,PHI,NYM,1996,1
7063,STL,CIN,1996,1
7065,SF,COL,1996,4
7068,CLE,KC,1996,2
7069,DET,MIL,1996,3
7070,SEA,OAK,1996,1
7071,TOR,BAL,1996,3
7072,HOU,FLA,1996,1
7075,PIT,CHC,1996,1
7076,STL,CIN,1996,4
7077,SD,LAD,1996,1
7079,BAL,BOS,1996,2
7081,DET,TOR,1996,5
7083,NYY,MIL,1996,3
7084,OAK,CAL,1996,1
7088,LAD,COL,1996,5
7090,PHI,FLA,1996,3
7092,SD,SF,1996,4
7095,DET,TOR,1996,1
7096,MIN,KC,1996,1
7097,NYY,MIL,1996,9
7098,OAK,CAL,1996,8
7102,LAD,COL,1996,7
7104,PHI,FLA,1996,3
7106,SD,SF,1996,1
7107,BAL,BOS,1996,1
7111,NYY,MIL,1996,2
7112,OAK,CAL,1996,1
7114,ATL,HOU,1996,2
7115,CHC,CIN,1996,4
7116,LAD,COL,1996,1
7118,PHI,FLA,1996,1
7120,SD,SF,1996,4
7122,CLE,CWS,1996,5
7123,DET,TOR,1996,9
7127,TEX,SEA,1996,5
7128,ATL,HOU,1996,8
7129,CHC,CIN,1996,1
7131,MON,NYM,1996,1
7133,PIT,STL,1996,6
7134,SD,SF,1996,7
7135,NLS,ALS,1996,6
7138,KC,CWS,1996,1
7141,OAK,TEX,1996,5
7142,SEA,CAL,1996,1
7144,CHC,STL,1996,6
7146,LAD,SF,1996,5
7148,NYM,HOU,1996,6
7149,COL,SD,1996,3
7152,MIL,TOR,1996,7
7155,SEA,CAL,1996,1
7156,ATL,FLA,1996,3
7158,CIN,PIT,1996,3
7159,LAD,SF,1996,5
7162,COL,SD,1996,1
7169,ATL,FLA,1996,3
7171,CIN,PIT,1996,3
7174,COL,SD,1996,5
7181,MIN,CLE,1996,1
7182,OAK,TEX,1996,8
7183,SEA,CAL,1996,8
7184,ATL,FLA,1996,5
7186,CIN,PIT,1996,1
7188,MON,PHI,1996,3
7189,COL,SD,1996,4
7191,NYM,HOU,1996,7
7192,BAL,TOR,1996,2
7193,BOS,NYY,1996,2
7194,KC,CLE,1996,3
7196,MIN,CWS,1996,11
7199,ATL,MON,1996,1
7200,CHC,PIT,1996,10
7202,LAD,SD,1996,1
7203,NYM,PHI,1996,2
7204,COL,SF,1996,4
7205,FLA,HOU,1996,10
7209,MIL,DET,1996,13
7211,OAK,SEA,1996,7
7212,TEX,CAL,1996,4
7213,ATL,MON,1996,1
7217,NYM,PHI,1996,3
7218,COL,SF,1996,2
7219,FLA,HOU,1996,1
7220,BAL,TOR,1996,1
7221,BOS,NYY,1996,1
7222,KC,CLE,1996,1
7223,MIL,DET,1996,1
7224,MIN,CWS,1996,1
7225,OAK,SEA,1996,1
7226,TEX,CAL,1996,4
7229,NYM,PHI,1996,1
7230,COL,SF,1996,1
7231,FLA,HOU,1996,9
7235,CLE,MIN,1996,1
7236,MIL,NYY,1996,12
7238,TOR,DET,1996,4
7241,PIT,CIN,1996,5
7243,SD,COL,1996,7
7245,FLA,PHI,1996,7
7246,BOS,BAL,1996,11
7247,CAL,SEA,1996,5
7250,MIL,NYY,1996,2
7253,HOU,ATL,1996,1
7256,STL,CHC,1996,8
7257,SD,COL,1996,1
7258,SF,LAD,1996,1
7259,FLA,PHI,1996,9
7260,BOS,BAL,1996,2
7261,CAL,SEA,1996,1
7263,CLE,MIN,1996,1
7265,TEX,OAK,1996,4
7267,HOU,ATL,1996,1
7268,NYM,MON,1996,3
7272,SF,LAD,1996,1
7273,FLA,PHI,1996,3
7276,CWS,KC,1996,3
7277,CLE,MIN,1996,2
7278,MIL,NYY,1996,1
7280,TOR,DET,1996,1
7281,HOU,ATL,1996,1
7283,PIT,CIN,1996,2
7284,STL,CHC,1996,1
7285,SD,COL,1996,2
7290,CAL,DET,1996,1
7293,SEA,MIL,1996,5
7295,HOU,SD,1996,1
7297,SF,CHC,1996,1
7304,NYY,TEX,1996,6
7306,TOR,CLE,1996,2
7309,PIT,MON,1996,4
7313,COL,NYM,1996,3
7314,COL,NYM,1996,1
7316,BOS,KC,1996,10
7318,NYY,TEX,1996,2
7319,SEA,MIL,1996,1
7321,HOU,SD,1996,2
7323,PIT,MON,1996,1
7326,COL,NYM,1996,1
7327,FLA,LAD,1996,3
7329,CAL,MIL,1996,1
7331,MIN,BOS,1996,10
7334,TOR,OAK,1996,1
7335,PIT,PHI,1996,2
7337,SF,ATL,1996,1
7341,CAL,MIL,1996,1
7342,CWS,TEX,1996,4
7343,MIN,BOS,1996,4
7344,NYY,KC,1996,14
7345,SEA,DET,1996,2
7347,CIN,NYM,1996,3
7348,HOU,LAD,1996,1
7349,PIT,PHI,1996,3
7354,BAL,CLE,1996,12
7355,CAL,MIL,1996,7
7358,NYY,KC,1996,1
7359,SEA,DET,1996,6
7360,TOR,OAK,1996,2
7361,CIN,NYM,1996,2
7364,STL,MON,1996,3
7365,SF,ATL,1996,2
7366,COL,CHC,1996,4
7370,CWS,TEX,1996,4
7371,MIN,BOS,1996,1
7372,NYY,KC,1996,1
7374,TOR,OAK,1996,1
7376,HOU,LAD,1996,1
7377,PIT,PHI,1996,4
7378,STL,MON,1996,2
7379,SF,ATL,1996,7
7381,FLA,SD,1996,6
7383,MON,COL,1996,3
7384,NYM,PIT,1996,5
7387,DET,CAL,1996,3
7388,KC,BOS,1996,7
7391,TEX,NYY,1996,13
7392,CHC,SF,1996,4
7393,CIN,HOU,1996,1
7394,LAD,FLA,1996,1
7395,MON,COL,1996,2
7396,PHI,STL,1996,1
7397,SD,ATL,1996,1
7399,NYM,PIT,1996,1
7400,MIL,SEA,1996,1
7401,NYM,PIT,1996,1
7402,CLE,TOR,1996,2
7403,DET,CAL,1996,5
7407,OAK,CWS,1996,1
7408,TEX,NYY,1996,7
7409,CHC,SF,1996,3
7410,CIN,HOU,1996,10
7411,LAD,FLA,1996,3
7412,MON,COL,1996,4
7413,NYM,PIT,1996,1
7416,DET,CAL,1996,8
7417,KC,BOS,1996,5
7422,CHC,COL,1996,3
7427,PHI,STL,1996,1
7429,BOS,MIN,1996,1
7430,CLE,BAL,1996,10
7431,DET,SEA,1996,6
7432,KC,NYY,1996,1
7435,TOR,CAL,1996,7
7437,HOU,SF,1996,4
7438,LAD,ATL,1996,1
7439,MON,CIN,1996,10
7442,SD,FLA,1996,1
7444,DET,SEA,1996,3
7445,KC,NYY,1996,7
7450,HOU,SF,1996,3
7452,MON,CIN,1996,4
7453,NYM,STL,1996,1
7454,PHI,PIT,1996,1
7456,BOS,MIN,1996,3
7458,BOS,MIN,1996,7
7459,CLE,BAL,1996,12
7462,OAK,MIL,1996,2
7463,TEX,CWS,1996,4
7464,TOR,CAL,1996,6
7466,HOU,SF,1996,1
7468,MON,CIN,1996,4
7470,PHI,PIT,1996,2
7471,SD,FLA,1996,2
7472,BOS,TOR,1996,2
7477,CHC,NYM,1996,4
7478,PHI,PIT,1996,3
7479,STL,SD,1996,6
7482,BOS,TOR,1996,1
7485,KC,OAK,1996,7
7487,NYY,CWS,1996,7
7489,ATL,PHI,1996,6
7490,CHC,NYM,1996,3
7495,COL,FLA,1996,11
7496,BOS,TOR,1996,8
7498,DET,TEX,1996,2
7499,KC,OAK,1996,7
7503,ATL,PHI,1996,13
7506,PIT,LAD,1996,10
7507,STL,SD,1996,1
7508,SF,CIN,1996,7
7509,COL,FLA,1996,7
7512,DET,TEX,1996,1
7515,NYY,CWS,1996,4
7518,HOU,MON,1996,4
7523,CWS,BAL,1996,1
7529,CIN,LAD,1996,5
7534,FLA,NYM,1996,1
7541,OAK,CLE,1996,4
7549,STL,SF,1996,6
7550,FLA,NYM,1996,3
7551,CAL,KC,1996,1
7552,CWS,BAL,1996,3
7554,NYY,DET,1996,12
7555,OAK,CLE,1996,6
7558,ATL,COL,1996,3
7560,MON,CHC,1996,1
7563,STL,SF,1996,2
7566,CWS,NYY,1996,1
7567,OAK,MIN,1996,10
7569,TEX,DET,1996,7
7570,TOR,BOS,1996,4
7572,MON,HOU,1996,7
7574,BAL,MIL,1996,1
7575,CAL,CLE,1996,2
7576,CWS,NYY,1996,4
7578,SEA,KC,1996,4
7579,TEX,DET,1996,4
7581,CIN,SD,1996,6
7582,MON,HOU,1996,3
7586,FLA,COL,1996,5
7589,BAL,MIL,1996,3
7590,CAL,CLE,1996,1
7594,TEX,DET,1996,1
7596,CIN,SD,1996,1
7598,NYM,CHC,1996,3
7599,PHI,ATL,1996,3
7600,PIT,SF,1996,1
7601,STL,LAD,1996,5
7602,FLA,COL,1996,1
7604,CIN,SD,1996,1
7607,FLA,COL,1996,1
7609,CLE,DET,1996,2
7610,MIN,TOR,1996,1
7612,TEX,KC,1996,2
7613,ATL,PIT,1996,1
7616,LAD,MON,1996,6
7618,STL,FLA,1996,4
7619,SD,NYM,1996,5
7620,MIL,CWS,1996,2
7622,MIL,CWS,1996,1
7624,BOS,CAL,1996,6
7625,CLE,DET,1996,3
7627,MIN,TOR,1996,10
7629,OAK,BAL,1996,2
7631,ATL,PIT,1996,6
7632,CHC,HOU,1996,9
7633,LAD,MON,1996,1
7635,STL,FLA,1996,1
7637,CIN,COL,1996,2
7638,CIN,COL,1996,4
7640,CLE,DET,1996,8
7641,MIL,CWS,1996,1
7644,OAK,BAL,1996,3
7645,TEX,KC,1996,7
7646,ATL,PIT,1996,1
7647,CHC,HOU,1996,2
7648,CIN,COL,1996,5
7650,PHI,SF,1996,1
7651,STL,FLA,1996,2
7652,SD,NYM,1996,8
7653,BOS,CAL,1996,1
7658,NYY,SEA,1996,6
7661,HOU,PIT,1996,1
7662,SD,MON,1996,4
7663,SF,NYM,1996,1
7664,BAL,SEA,1996,3
7665,BOS,OAK,1996,1
7666,CLE,TEX,1996,6
7667,DET,CWS,1996,5
7669,MIN,MIL,1996,5
7670,NYY,CAL,1996,11
7671,ATL,CIN,1996,3
7672,CHC,FLA,1996,7
7673,HOU,PIT,1996,5
7675,SD,MON,1996,3
7677,COL,STL,1996,1
7678,BAL,SEA,1996,5
7679,BOS,OAK,1996,2
7681,DET,CWS,1996,3
7685,ATL,CIN,1996,1
7686,CHC,FLA,1996,5
7689,SD,MON,1996,5
7690,SF,NYM,1996,1
7691,COL,STL,1996,8
7693,BOS,OAK,1996,1
7700,LAD,PHI,1996,3
7702,COL,STL,1996,5
7708,MIN,TEX,1996,7
7709,NYY,OAK,1996,2
7710,ATL,CHC,1996,1
7712,LAD,NYM,1996,2
7717,FLA,CIN,1996,5
7718,BAL,CAL,1996,1
7719,BOS,SEA,1996,4
7722,KC,DET,1996,7
7723,MIN,TEX,1996,1
7724,NYY,OAK,1996,1
7725,ATL,CHC,1996,1
7726,HOU,STL,1996,2
7727,LAD,NYM,1996,2
7728,SD,PHI,1996,6
7730,COL,PIT,1996,6
7731,FLA,CIN,1996,2
7733,BOS,SEA,1996,3
7734,CWS,TOR,1996,1
7735,CLE,MIL,1996,3
7740,HOU,STL,1996,3
7741,LAD,NYM,1996,1
7742,SD,PHI,1996,9
7743,SF,MON,1996,5
7744,COL,PIT,1996,4
7745,FLA,CIN,1996,1
7746,BAL,OAK,1996,1
7750,SEA,NYY,1996,1
7751,TOR,MIN,1996,2
7753,SF,PHI,1996,1
7754,COL,CIN,1996,4
7755,BAL,OAK,1996,2
7759,KC,TEX,1996,1
7760,SEA,NYY,1996,3
7762,HOU,CHC,1996,1
7765,PIT,ATL,1996,1
7771,CWS,MIL,1996,2
7773,KC,TEX,1996,1
7774,SEA,NYY,1996,8
7775,TOR,MIN,1996,5
7776,HOU,CHC,1996,1
7777,MON,LAD,1996,1
7781,SF,PHI,1996,1
7782,COL,CIN,1996,1
7783,CAL,NYY,1996,11
7784,DET,KC,1996,3
7786,SEA,BAL,1996,3
7794,DET,KC,1996,4
7795,MIL,MIN,1996,1
7796,OAK,BOS,1996,7
7798,TEX,CLE,1996,2
7805,STL,COL,1996,3
7806,CHC,ATL,1996,1
7810,MIL,MIN,1996,1
7811,OAK,BOS,1996,8
7813,TEX,CLE,1996,3
7815,CHC,ATL,1996,12
7816,CIN,FLA,1996,14
7817,MON,SD,1996,2
7818,NYM,SF,1996,5
7821,STL,COL,1996,1
7822,CAL,NYY,1996,4
7826,SEA,BAL,1996,4
7829,CHC,ATL,1996,1
7831,MON,SD,1996,1
7832,NYM,SF,1996,1
7833,PHI,LAD,1996,3
7834,PIT,HOU,1996,4
7835,STL,COL,1996,9
7838,MIL,CLE,1996,1
7843,CIN,ATL,1996,1
7844,MON,SF,1996,1
7848,STL,HOU,1996,1
7849,FLA,CHC,1996,1
7850,CAL,BAL,1996,8
7851,CWS,DET,1996,2
7852,MIL,CLE,1996,6
7853,OAK,NYY,1996,1
7854,SEA,BOS,1996,2
7855,TEX,MIN,1996,2
7857,CIN,ATL,1996,4
7858,MON,SF,1996,7
7860,PHI,SD,1996,6
7861,STL,HOU,1996,9
7864,CWS,DET,1996,5
7869,TOR,KC,1996,6
7870,CIN,ATL,1996,6
7871,MON,SF,1996,6
7872,NYM,LAD,1996,1
7874,PIT,COL,1996,3
7875,STL,HOU,1996,2
7876,FLA,CHC,1996,7
7877,PHI,CHC,1996,5
7882,MIN,CAL,1996,4
7883,NYY,TOR,1996,1
7884,OAK,KC,1996,6
7885,ATL,NYM,1996,1
7886,HOU,COL,1996,1
7887,LAD,PIT,1996,1
7889,STL,SD,1996,5
7890,FLA,MON,1996,4
7892,CIN,SF,1996,13
7893,BAL,DET,1996,6
7894,CWS,BOS,1996,1
7896,MIN,CAL,1996,3
7898,OAK,KC,1996,7
7899,ATL,NYM,1996,5
7900,CIN,SF,1996,2
7901,HOU,COL,1996,1
7902,LAD,PIT,1996,1
7903,PHI,CHC,1996,2
7904,STL,SD,1996,5
7906,BAL,DET,1996,4
7907,CWS,BOS,1996,3
7911,OAK,KC,1996,1
7913,CIN,SF,1996,5
7918,FLA,MON,1996,1
7919,CLE,SEA,1996,1
7921,BAL,DET,1996,1
7923,CLE,CAL,1996,1
7925,CHC,MON,1996,2
7927,LAD,CIN,1996,5
7928,NYM,FLA,1996,5
7929,SD,PIT,1996,1
7931,BAL,CWS,1996,4
7933,CLE,CAL,1996,2
7935,KC,SEA,1996,2
7938,CHC,MON,1996,7
7939,HOU,PHI,1996,1
7940,LAD,CIN,1996,1
7942,SD,PIT,1996,1
7944,COL,ATL,1996,1
7945,BAL,CWS,1996,1
7946,BOS,MIL,1996,3
7947,CLE,CAL,1996,2
7949,KC,SEA,1996,2
7950,MIN,OAK,1996,5
7951,TOR,TEX,1996,5
7954,LAD,CIN,1996,1
7955,NYM,FLA,1996,2
7956,SD,PIT,1996,1
7957,SF,STL,1996,2
7958,COL,ATL,1996,1
7960,CLE,CAL,1996,9
7963,MIN,OAK,1996,1
7965,HOU,PHI,1996,3
7966,LAD,STL,1996,3
7967,MON,FLA,1996,1
7969,COL,ATL,1996,8
7970,BOS,CWS,1996,4
7972,KC,CAL,1996,6
7976,CHC,PHI,1996,2
7978,MON,FLA,1996,1
7979,NYM,ATL,1996,2
7982,COL,HOU,1996,3
7985,KC,CAL,1996,3
7990,LAD,STL,1996,4
7991,MON,FLA,1996,1
7992,NYM,ATL,1996,1
7993,SD,CIN,1996,1
7995,COL,HOU,1996,4
7996,CLE,OAK,1996,7
7997,CLE,OAK,1996,1
7998,BOS,CWS,1996,1
8002,TEX,MIL,1996,4
8003,TOR,NYY,1996,2
8005,LAD,STL,1996,1
8008,SD,CIN,1996,8
8009,COL,HOU,1996,7
8013,KC,MIN,1996,1
8014,SEA,TEX,1996,6
8022,KC,MIN,1996,2
8023,MIL,TOR,1996,4
8024,SEA,TEX,1996,3
8025,ATL,HOU,1996,1
8026,MON,NYM,1996,6
8028,PIT,CIN,1996,2
8029,STL,CHC,1996,2
8030,SF,SD,1996,2
8032,CAL,OAK,1996,2
8036,MIL,TOR,1996,1
8037,NYY,BAL,1996,1
8038,SEA,TEX,1996,3
8039,ATL,HOU,1996,4
8040,MON,NYM,1996,1
8041,PHI,FLA,1996,2
8042,PIT,CIN,1996,2
8043,STL,CHC,1996,2
8045,COL,LAD,1996,2
8046,CWS,MIN,1996,5
8047,CLE,KC,1996,8
8049,SEA,TEX,1996,1
8052,PIT,CIN,1996,2
8053,STL,CHC,1996,1
8055,SF,COL,1996,7
8056,NYY,BAL,1996,6
8059,CAL,TEX,1996,1
8060,CWS,MIN,1996,4
8064,SEA,OAK,1996,10
8065,ATL,MON,1996,1
8066,CIN,STL,1996,2
8068,PIT,CHC,1996,2
8069,SD,LAD,1996,2
8070,SF,COL,1996,4
8071,FLA,HOU,1996,2
8072,BAL,TOR,1996,3
8075,CLE,KC,1996,9
8076,MIL,DET,1996,7
8077,NYY,BOS,1996,1
8078,SEA,OAK,1996,7
8079,ATL,MON,1996,1
8080,PHI,NYM,1996,1
8081,PIT,CHC,1996,5
8083,SF,COL,1996,4
8084,FLA,HOU,1996,1
8085,BAL,TOR,1996,1
8087,CWS,MIN,1996,4
8088,CLE,KC,1996,1
8090,NYY,BOS,1996,1
8092,ATL,MON,1996,6
8093,PHI,NYM,1996,1
8094,PIT,CHC,1996,8
8095,SD,LAD,1996,1
8096,SF,COL,1996,4
8097,FLA,HOU,1996,6
8098,CIN,STL,1996,3
8099,CIN,STL,1996,6
8101,CAL,SEA,1996,1
8102,CLE,MIN,1996,1
8105,OAK,TEX,1996,2
8106,ATL,MON,1996,2
8109,BOS,BAL,1996,5
8110,CAL,SEA,1996,5
8111,CWS,KC,1996,1
8112,CLE,MIN,1996,2
8115,CIN,CHC,1996,3
8117,LAD,SF,1996,4
8121,FLA,ATL,1996,11
8125,CLE,MIN,1996,3
8127,CIN,CHC,1996,1
8128,HOU,NYM,1996,1
8129,LAD,SF,1996,2
8130,PHI,MON,1996,2
8133,FLA,ATL,1996,3
8134,NYY,MIL,1996,17
8135,NYY,MIL,1996,4
8136,BOS,NYY,1996,2
8137,OAK,SEA,1996,2
8138,TEX,CAL,1996,1
8140,CIN,CHC,1996,8
8141,HOU,NYM,1996,4
8144,FLA,ATL,1996,6
8145,BOS,NYY,1996,2
8147,KC,CLE,1996,5
8149,OAK,SEA,1996,7
8151,TOR,BAL,1996,1
8156,STL,CIN,1996,1
8159,CHC,PIT,1996,1
8163,MIN,CWS,1996,1
8165,TEX,CAL,1996,1
8168,HOU,FLA,1996,4
8171,NYM,PHI,1996,2
8172,STL,CIN,1996,3
8174,BOS,NYY,1996,1
8176,KC,CLE,1996,3
8177,MIN,CWS,1996,1
8178,OAK,SEA,1996,2
8179,TEX,CAL,1996,1
8180,TOR,BAL,1996,3
8182,HOU,FLA,1996,1
8184,MON,ATL,1996,3
8187,COL,SF,1996,9
8188,BAL,CLE,1996,6
8190,STL,SD,1996,2
8191,BAL,KC,1997,2
8193,MIN,DET,1997,1
8196,TOR,CWS,1997,5
8197,CIN,COL,1997,2
8198,HOU,ATL,1997,1
8199,LAD,PHI,1997,4
8200,MON,STL,1997,3
8201,SD,NYM,1997,1
8202,FLA,CHC,1997,1
8203,BAL,KC,1997,2
8204,ANA,BOS,1997,2
8205,MIN,DET,1997,4
8206,OAK,CLE,1997,1
8210,LAD,PHI,1997,1
8211,MON,STL,1997,5
8213,SF,PIT,1997,2
8214,FLA,CHC,1997,6
8215,ANA,CLE,1997,2
8218,OAK,NYY,1997,2
8221,TOR,MIL,1997,4
8222,ATL,CHC,1997,1
8223,HOU,STL,1997,1
8224,LAD,PIT,1997,2
8226,SD,PHI,1997,10
8227,SF,NYM,1997,2
8231,MIN,KC,1997,2
8236,ATL,CHC,1997,6
8237,HOU,STL,1997,4
8240,SD,PHI,1997,3
8241,SF,NYM,1997,2
8242,FLA,CIN,1997,1
8244,CWS,DET,1997,2
8246,OAK,NYY,1997,3
8247,SEA,BOS,1997,1
8248,TEX,BAL,1997,6
8250,ATL,CHC,1997,4
8251,HOU,STL,1997,1
8252,LAD,PIT,1997,3
8256,FLA,CIN,1997,1
8258,DET,MIN,1997,6
8259,KC,BAL,1997,1
8260,MIL,TEX,1997,2
8261,OAK,BOS,1997,4
8263,LAD,NYM,1997,1
8264,SD,PIT,1997,1
8265,SF,PHI,1997,1
8266,COL,CIN,1997,11
8267,ANA,NYY,1997,1
8270,SEA,CLE,1997,6
8271,ATL,HOU,1997,2
8274,STL,MON,1997,1
8279,DET,MIN,1997,5
8282,OAK,BOS,1997,1
8283,SEA,CLE,1997,10
8284,ATL,HOU,1997,1
8285,LAD,NYM,1997,1
8287,SF,PHI,1997,3
8288,COL,CIN,1997,9
8289,BAL,TEX,1997,9
8290,BOS,SEA,1997,6
8292,KC,MIN,1997,5
8293,MIL,TOR,1997,1
8295,CIN,FLA,1997,2
8298,STL,HOU,1997,4
8301,NYY,OAK,1997,1
8303,DET,CWS,1997,2
8306,BAL,MIN,1997,2
8307,BOS,OAK,1997,9
8309,MIL,DET,1997,7
8311,TEX,CWS,1997,2
8313,ATL,CIN,1997,10
8316,COL,MON,1997,2
8317,BAL,MIN,1997,2
8318,BOS,OAK,1997,5
8322,TEX,CWS,1997,3
8324,ATL,CIN,1997,3
8327,NYM,LAD,1997,5
8329,PIT,SD,1997,1
8331,BOS,CLE,1997,5
8332,CWS,BAL,1997,6
8335,MIL,NYY,1997,3
8336,MIN,ANA,1997,2
8337,TOR,OAK,1997,1
8338,ATL,CIN,1997,6
8340,HOU,MON,1997,8
8344,FLA,STL,1997,1
8349,MIL,NYY,1997,1
8350,MIN,ANA,1997,1
8351,TOR,OAK,1997,1
8353,PIT,CIN,1997,1
8354,FLA,STL,1997,1
8356,CWS,NYY,1997,1
8357,CLE,MIL,1997,2
8358,DET,OAK,1997,7
8360,SEA,MIN,1997,4
8361,TEX,TOR,1997,5
8363,PIT,CIN,1997,2
8364,SD,STL,1997,6
8365,SF,FLA,1997,2
8366,COL,ATL,1997,7
8367,NYM,CHC,1997,6
8371,BOS,BAL,1997,2
8372,ANA,TOR,1997,1
8374,SEA,KC,1997,1
8378,BAL,CWS,1997,1
8381,NYY,MIL,1997,8
8383,SEA,KC,1997,5
8385,MON,CHC,1997,4
8386,NYM,CIN,1997,5
8389,COL,FLA,1997,9
8391,ANA,TOR,1997,1
8392,CLE,BOS,1997,4
8393,NYY,MIL,1997,5
8394,OAK,MIN,1997,5
8396,TEX,DET,1997,1
8397,LAD,STL,1997,1
8398,MON,CHC,1997,1
8399,NYM,CIN,1997,8
8400,PIT,PHI,1997,1
8402,SF,ATL,1997,1
8403,COL,FLA,1997,4
8406,OAK,MIN,1997,1
8407,TEX,DET,1997,2
8409,BAL,BOS,1997,2
8410,ANA,DET,1997,5
8416,ATL,SD,1997,1
8417,CHC,PIT,1997,10
8419,HOU,SF,1997,1
8420,MON,NYM,1997,3
8422,FLA,LAD,1997,2
8423,BAL,BOS,1997,9
8425,MIL,CLE,1997,1
8427,NYY,CWS,1997,8
8428,OAK,KC,1997,1
8429,TOR,SEA,1997,1
8430,ATL,SD,1997,1
8431,CHC,PIT,1997,1
8432,CIN,PHI,1997,8
8434,MON,NYM,1997,7
8436,FLA,LAD,1997,5
8438,ANA,DET,1997,1
8439,MIL,CLE,1997,1
8441,NYY,CWS,1997,6
8444,ATL,SD,1997,2
8449,STL,COL,1997,4
8450,FLA,LAD,1997,1
8451,MIL,TEX,1997,6
8452,NYY,SEA,1997,1
8453,ATL,LAD,1997,14
8454,CHC,MON,1997,3
8458,STL,SF,1997,3
8459,FLA,SD,1997,3
8461,CWS,TEX,1997,1
8462,CLE,OAK,1997,6
8464,KC,TOR,1997,1
8468,CHC,MON,1997,6
8470,HOU,COL,1997,2
8471,PHI,PIT,1997,6
8472,STL,SF,1997,2
8473,FLA,SD,1997,1
8474,BOS,ANA,1997,9
8477,DET,MIL,1997,4
8480,NYY,SEA,1997,1
8482,MON,HOU,1997,2
8483,NYM,SD,1997,4
8486,STL,FLA,1997,4
8487,COL,CHC,1997,6
8488,BAL,OAK,1997,6
8492,SEA,MIL,1997,7
8496,HOU,FLA,1997,1
8497,LAD,CHC,1997,1
8498,NYM,STL,1997,3
8503,CLE,DET,1997,1
8504,KC,NYY,1997,1
8506,TEX,BOS,1997,1
8507,TOR,MIN,1997,1
8511,NYM,STL,1997,4
8512,SD,MON,1997,1
8514,COL,PHI,1997,4
8516,CWS,ANA,1997,2
8517,BAL,OAK,1997,11
8518,CWS,ANA,1997,2
8521,SEA,MIL,1997,9
8522,TEX,BOS,1997,1
8523,TOR,MIN,1997,1
8524,ATL,PIT,1997,2
8525,HOU,FLA,1997,1
8526,LAD,CHC,1997,3
8529,SF,CIN,1997,1
8530,COL,PHI,1997,9
8534,MIL,OAK,1997,4
8536,TOR,DET,1997,2
8537,HOU,PHI,1997,7
8538,LAD,CIN,1997,2
8540,SF,MON,1997,2
